Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
26.2,71.7,34.1,Sandy,Barley,18,16,6,20-20
25.1,61.7,48.9,Sandy,Rice,47,36,4,14-35-14
23.4,70.1,57.3,Clayey,Wheat,19,43,12,10-26-26
37.2,62.6,61.7,Clayey,Tobacco,10,24,10,20-20
30.7,50.5,60.9,Black,Groundnuts,9,28,21,20-20
25.5,71.8,51.9,Sandy,Pulses,41,38,0,14-35-14
30.9,58.5,46.0,Alluvial,Sugarcane,10,46,9,10-26-26
19.8,53.1,39.9,Loamy,Millets,37,1,2,Urea
24.4,56.0,35.2,Sandy,Cotton,36,10,21,20-20
32.0,49.1,42.2,Loamy,Wheat,33,17,3,20-20
20.1,76.7,51.2,Laterite,Wheat,24,40,3,14-35-14
28.5,50.3,29.9,Clayey,Pulses,2,49,36,10-26-26
29.3,57.9,55.9,Loamy,Pulses,7,39,33,10-26-26
28.5,64.8,28.9,Black,Rice,15,6,6,20-20
36.8,42.4,45.0,Black,Maize,40,4,13,Urea
23.6,65.1,53.3,Sandy,Barley,31,14,35,28-28
37.0,55.3,29.3,Clayey,Wheat,16,27,9,20-20
18.8,73.9,46.0,Black,Pulses,15,17,49,20-20
23.6,81.0,37.2,Loamy,Rice,18,43,44,10-26-26
37.2,43.7,42.4,Clayey,Wheat,34,15,37,20-20
31.9,42.5,36.4,Red,Cotton,1,44,12,10-26-26
34.9,61.7,46.3,Clayey,Maize,40,9,48,28-28
37.1,76.0,51.7,Red,Maize,41,3,22,20-20
26.2,61.3,41.6,Laterite,Groundnuts,36,10,10,Urea
35.8,78.7,28.1,Alluvial,Barley,17,6,9,20-20
23.5,72.3,48.8,Laterite,Maize,17,43,30,10-26-26
20.1,81.5,57.2,Alluvial,Cotton,34,19,35,20-20
22.2,74.9,42.3,Red,Millets,6,20,1,20-20
35.2,61.6,25.1,Laterite,Groundnuts,45,10,8,Urea
36.2,82.7,58.0,Black,Millets,34,42,14,14-35-14
19.6,79.4,59.4,Laterite,Pulses,4,41,9,10-26-26
31.2,57.8,54.8,Laterite,Maize,1,29,10,20-20
29.5,69.6,32.8,Black,Tobacco,16,42,21,10-26-26
31.4,73.3,42.9,Alluvial,Wheat,45,27,35,17-17-17
31.9,66.6,60.1,Laterite,Tobacco,29,39,30,17-17-17
20.6,65.7,35.1,Laterite,Barley,5,26,4,20-20
21.5,66.8,58.4,Alluvial,Barley,7,14,46,DAP
35.8,66.5,61.7,Red,Sugarcane,16,18,41,20-20
35.4,70.4,64.7,Red,Tobacco,42,28,19,20-20
25.9,61.0,59.4,Black,Groundnuts,28,9,31,28-28
19.0,70.0,27.9,Black,Millets,2,1,20,20-20
27.3,44.2,53.3,Alluvial,Cotton,43,38,0,14-35-14
26.4,43.9,28.8,Sandy,Wheat,13,29,21,20-20
33.5,65.8,52.8,Laterite,Cotton,40,38,33,17-17-17
18.8,57.4,41.3,Alluvial,Pulses,7,17,32,20-20
34.0,84.5,38.9,Sandy,Rice,35,22,32,17-17-17
25.4,44.9,35.1,Sandy,Barley,27,21,37,17-17-17
19.8,42.2,38.4,Loamy,Sugarcane,37,26,1,14-35-14
36.2,56.6,26.8,Sandy,Rice,13,19,14,20-20
29.0,73.4,33.7,Laterite,Maize,43,12,34,28-28
25.6,59.8,43.8,Alluvial,Barley,2,18,33,20-20
37.1,75.8,26.6,Alluvial,Millets,45,2,14,Urea
29.8,40.5,27.4,Laterite,Wheat,3,15,13,20-20
25.1,83.6,37.7,Clayey,Cotton,28,10,2,20-20
23.8,69.5,50.7,Laterite,Wheat,9,35,32,10-26-26
26.5,47.8,57.6,Sandy,Wheat,31,31,15,20-20
37.1,56.6,50.9,Laterite,Sugarcane,20,5,42,20-20
36.0,62.9,41.4,Alluvial,Pulses,33,2,10,Urea
36.8,57.2,42.9,Clayey,Tobacco,25,25,30,17-17-17
33.7,45.5,29.7,Black,Barley,29,36,13,14-35-14
27.4,55.6,59.5,Alluvial,Millets,6,20,40,20-20
25.4,58.7,58.3,Red,Cotton,14,10,4,20-20
37.2,43.2,48.2,Sandy,Maize,45,2,43,28-28
28.7,42.8,33.3,Clayey,Tobacco,47,14,14,Urea
36.9,71.2,62.6,Loamy,Rice,30,15,10,20-20
24.5,49.0,50.4,Loamy,Pulses,38,7,25,20-20
19.8,70.0,36.3,Red,Barley,8,47,43,10-26-26
30.5,48.5,47.8,Sandy,Cotton,10,49,4,10-26-26
28.2,67.9,57.8,Loamy,Barley,0,17,21,20-20
26.7,51.5,29.8,Loamy,Sugarcane,27,11,15,20-20
31.2,42.0,58.5,Black,Cotton,26,16,48,20-20
26.6,59.9,27.6,Black,Sugarcane,49,22,25,17-17-17
26.3,59.1,53.1,Laterite,Groundnuts,18,28,37,20-20
25.9,53.4,51.3,Loamy,Millets,28,2,44,28-28
27.2,60.8,46.8,Loamy,Wheat,34,2,5,Urea
21.4,59.2,32.5,Alluvial,Sugarcane,37,20,42,20-20
29.1,72.3,60.9,Clayey,Groundnuts,38,29,6,14-35-14
25.3,77.3,41.0,Alluvial,Sugarcane,29,48,7,14-35-14
24.8,51.3,48.8,Laterite,Wheat,43,12,26,28-28
35.6,64.0,55.4,Clayey,Sugarcane,15,6,43,20-20
35.3,59.6,26.8,Loamy,Millets,27,6,34,28-28
20.9,71.2,60.7,Clayey,Maize,39,25,31,17-17-17
30.3,42.1,49.5,Loamy,Tobacco,21,1,20,20-20
32.6,41.9,25.4,Sandy,Barley,40,48,8,14-35-14
26.2,55.6,29.7,Alluvial,Millets,35,39,1,14-35-14
18.5,42.3,63.2,Red,Maize,7,45,27,10-26-26
20.2,62.9,43.6,Loamy,Sugarcane,41,39,26,17-17-17
32.6,69.9,30.2,Black,Pulses,26,39,16,20-20
29.6,50.4,26.9,Alluvial,Maize,40,33,33,17-17-17
21.0,74.5,27.7,Loamy,Wheat,37,0,34,28-28
24.8,62.6,43.5,Sandy,Cotton,33,30,17,20-20
21.4,57.2,59.9,Black,Tobacco,19,26,0,20-20
20.9,48.0,59.5,Laterite,Wheat,0,48,41,10-26-26
30.0,76.0,30.3,Loamy,Cotton,14,30,26,20-20
24.4,41.7,39.4,Loamy,Millets,3,42,46,10-26-26
22.9,72.8,41.8,Red,Groundnuts,47,48,0,14-35-14
29.6,42.9,42.4,Black,Tobacco,27,19,11,20-20
32.9,61.0,34.1,Clayey,Rice,43,1,1,Urea
30.1,71.0,36.3,Black,Rice,23,24,35,17-17-17
37.8,58.3,25.4,Clayey,Cotton,11,30,9,20-20
23.1,74.4,52.5,Loamy,Groundnuts,19,39,44,10-26-26
27.1,79.7,41.8,Loamy,Pulses,35,36,14,14-35-14
27.8,80.0,58.8,Sandy,Tobacco,9,3,25,20-20
20.0,58.7,37.2,Clayey,Groundnuts,6,42,8,10-26-26
23.8,52.0,55.5,Black,Wheat,32,5,45,28-28
25.3,44.5,51.9,Sandy,Maize,3,36,28,10-26-26
37.6,60.9,57.7,Alluvial,Cotton,14,47,33,10-26-26
33.7,53.3,46.8,Clayey,Cotton,33,2,38,28-28
29.1,71.7,41.7,Clayey,Rice,2,28,14,20-20
23.3,52.5,45.9,Sandy,Maize,39,3,13,Urea
24.1,80.7,59.8,Laterite,Cotton,38,24,27,17-17-17
31.4,41.4,30.3,Laterite,Pulses,9,5,15,20-20
22.3,84.9,42.3,Laterite,Tobacco,12,44,41,10-26-26
33.7,65.9,29.6,Loamy,Rice,35,14,27,28-28
28.8,80.0,52.0,Red,Sugarcane,26,29,9,14-35-14
32.5,71.0,63.7,Sandy,Cotton,20,42,47,20-20
28.9,42.4,40.9,Alluvial,Tobacco,13,20,21,20-20
35.7,70.4,38.6,Alluvial,Rice,21,45,31,17-17-17
27.8,62.6,49.8,Alluvial,Groundnuts,1,37,1,10-26-26
25.9,47.8,40.1,Red,Millets,6,28,35,20-20
35.1,70.9,25.7,Sandy,Millets,47,33,30,17-17-17
25.4,55.2,35.1,Alluvial,Maize,14,48,47,10-26-26
19.9,45.4,56.3,Laterite,Rice,31,3,41,28-28
29.9,71.9,58.3,Loamy,Maize,35,9,6,Urea
27.2,53.6,49.5,Loamy,Tobacco,4,3,18,20-20
37.1,48.1,54.0,Black,Groundnuts,44,47,13,14-35-14
29.3,78.7,57.9,Alluvial,Millets,7,46,31,10-26-26
24.7,45.5,28.4,Alluvial,Sugarcane,5,42,3,10-26-26
29.9,48.5,60.5,Red,Tobacco,45,6,30,28-28
23.7,75.2,31.1,Red,Rice,28,13,49,28-28
28.0,41.0,39.2,Laterite,Wheat,4,49,34,10-26-26
18.9,75.3,52.1,Clayey,Cotton,28,21,44,17-17-17
23.9,79.3,56.9,Loamy,Barley,17,48,41,10-26-26
36.5,45.8,37.7,Loamy,Groundnuts,33,12,26,28-28
30.7,82.2,30.1,Red,Cotton,29,34,20,20-20
22.8,49.3,63.8,Laterite,Groundnuts,34,23,21,17-17-17
18.7,81.3,30.6,Clayey,Millets,39,24,32,17-17-17
30.0,65.8,43.3,Loamy,Cotton,17,32,31,10-26-26
26.4,81.8,61.4,Laterite,Cotton,10,0,5,20-20
33.4,77.6,29.9,Clayey,Pulses,7,42,39,10-26-26
20.0,55.9,41.1,Black,Barley,49,18,9,20-20
35.8,67.4,63.0,Sandy,Maize,9,40,26,10-26-26
30.6,75.8,56.3,Laterite,Sugarcane,25,35,37,17-17-17
31.8,41.0,38.5,Alluvial,Cotton,40,0,26,28-28
25.9,58.7,31.9,Alluvial,Pulses,16,33,2,10-26-26
19.6,79.9,32.9,Alluvial,Barley,29,20,19,20-20
19.2,72.8,38.2,Clayey,Pulses,43,36,25,17-17-17
35.3,79.8,26.8,Laterite,Sugarcane,28,18,30,20-20
36.0,44.0,30.3,Loamy,Cotton,48,21,6,14-35-14
31.2,55.0,40.3,Loamy,Tobacco,3,22,17,20-20
21.9,40.7,46.5,Black,Rice,33,10,47,28-28
26.1,43.4,52.8,Sandy,Pulses,28,3,36,28-28
35.3,62.2,47.9,Black,Tobacco,17,30,26,20-20
20.1,72.0,33.4,Alluvial,Tobacco,20,17,20,20-20
32.2,68.1,50.8,Red,Sugarcane,12,18,26,20-20
24.2,84.7,26.5,Alluvial,Rice,20,14,21,20-20
22.9,45.1,46.3,Loamy,Maize,44,3,31,28-28
29.7,82.1,59.7,Alluvial,Sugarcane,46,1,5,Urea
31.9,45.0,47.6,Laterite,Pulses,7,24,38,20-20
32.1,80.2,63.2,Alluvial,Wheat,42,15,4,20-20
21.0,40.8,59.8,Clayey,Tobacco,4,25,47,20-20
22.4,53.7,64.0,Laterite,Groundnuts,27,36,43,17-17-17
35.4,66.1,42.2,Laterite,Barley,43,44,8,14-35-14
31.4,73.0,48.5,Alluvial,Rice,32,31,43,17-17-17
20.7,57.8,32.1,Black,Tobacco,29,22,39,17-17-17
37.9,45.2,54.0,Sandy,Barley,28,34,35,17-17-17
37.3,82.3,32.8,Clayey,Cotton,47,1,7,Urea
22.4,74.0,37.4,Alluvial,Barley,47,26,37,17-17-17
21.8,76.3,30.2,Loamy,Cotton,39,45,6,14-35-14
18.8,60.4,57.0,Clayey,Millets,41,45,17,20-20
32.8,79.2,50.4,Loamy,Tobacco,45,12,17,20-20
29.9,79.9,51.8,Black,Pulses,47,19,39,20-20
24.3,83.8,36.5,Clayey,Wheat,47,31,46,17-17-17
29.3,45.4,46.3,Laterite,Tobacco,27,5,10,20-20
36.2,40.7,57.4,Alluvial,Barley,12,31,32,10-26-26
19.6,40.9,50.1,Red,Barley,29,19,25,20-20
24.6,68.1,58.0,Alluvial,Wheat,43,32,0,14-35-14
35.1,62.1,33.7,Black,Rice,12,6,3,20-20
37.2,83.1,42.7,Loamy,Pulses,41,26,33,17-17-17
26.9,42.9,56.8,Loamy,Sugarcane,20,2,12,20-20
29.2,76.8,52.7,Laterite,Cotton,42,36,9,14-35-14
37.1,84.8,54.2,Loamy,Tobacco,46,29,36,17-17-17
22.1,81.4,61.6,Red,Sugarcane,43,36,26,17-17-17
32.7,70.9,37.7,Black,Millets,3,29,29,20-20
18.1,40.9,43.6,Loamy,Tobacco,23,34,17,20-20
34.3,70.9,42.6,Alluvial,Pulses,26,4,47,28-28
26.3,44.2,44.4,Black,Cotton,21,31,11,14-35-14
35.2,81.6,58.1,Sandy,Rice,39,13,12,Urea
21.1,70.8,25.8,Sandy,Barley,45,33,34,17-17-17
24.6,44.0,53.2,Laterite,Wheat,30,11,1,20-20
20.7,66.5,60.9,Sandy,Sugarcane,20,43,23,20-20
26.9,51.1,52.2,Alluvial,Barley,30,3,24,20-20
26.6,58.1,26.1,Red,Wheat,19,20,28,20-20
20.8,40.2,46.3,Laterite,Pulses,7,27,20,20-20
32.5,58.5,25.8,Clayey,Millets,38,10,4,Urea
26.1,41.4,63.7,Sandy,Maize,38,29,49,17-17-17
28.8,80.2,52.2,Alluvial,Groundnuts,0,25,14,20-20
20.5,80.7,46.0,Alluvial,Wheat,30,42,12,14-35-14
34.4,50.1,60.0,Clayey,Rice,0,8,42,DAP
36.2,81.2,38.2,Red,Millets,17,28,15,20-20
31.4,41.2,40.1,Red,Groundnuts,21,49,2,14-35-14
18.6,83.1,33.7,Clayey,Rice,37,26,47,17-17-17
29.1,49.3,49.9,Clayey,Wheat,38,42,31,17-17-17
19.9,57.8,64.3,Clayey,Wheat,9,39,46,10-26-26
31.0,74.1,55.0,Red,Maize,45,32,10,14-35-14
18.3,65.9,33.5,Black,Cotton,34,34,1,14-35-14
36.6,59.3,38.3,Red,Pulses,17,6,37,20-20
27.3,58.7,31.0,Clayey,Rice,8,22,34,20-20
29.0,41.1,55.6,Clayey,Cotton,41,6,16,20-20
24.9,49.1,57.3,Loamy,Rice,27,32,18,20-20
30.2,64.7,35.9,Sandy,Sugarcane,5,34,41,10-26-26
21.7,48.0,59.9,Sandy,Maize,35,30,25,17-17-17
23.2,84.1,56.9,Black,Sugarcane,14,35,33,10-26-26
26.5,48.4,29.4,Red,Rice,46,38,35,17-17-17
37.9,43.4,43.9,Clayey,Millets,26,13,9,20-20
24.0,77.1,31.2,Clayey,Cotton,38,17,23,20-20
23.4,84.5,51.8,Laterite,Wheat,33,3,21,20-20
22.6,79.5,58.4,Black,Pulses,27,44,9,14-35-14
35.0,67.1,63.4,Black,Rice,17,20,20,20-20
31.0,41.3,25.6,Red,Rice,16,31,8,10-26-26
26.5,81.5,27.9,Alluvial,Groundnuts,26,8,7,20-20
33.7,77.7,48.3,Loamy,Maize,49,6,32,28-28
22.6,55.5,49.6,Clayey,Wheat,15,24,4,20-20
20.1,43.4,38.9,Clayey,Groundnuts,47,25,40,17-17-17
30.1,61.8,29.2,Black,Wheat,3,21,20,20-20
26.3,43.3,53.6,Sandy,Wheat,28,32,22,17-17-17
19.2,80.8,32.6,Laterite,Millets,5,21,48,20-20
24.2,60.2,57.2,Sandy,Rice,30,44,36,17-17-17
24.3,75.7,30.2,Red,Tobacco,27,16,39,20-20
36.0,66.2,39.1,Loamy,Millets,48,6,30,28-28
28.4,78.8,44.7,Red,Tobacco,45,46,49,17-17-17
29.0,54.9,31.8,Alluvial,Tobacco,5,0,17,20-20
25.6,61.0,43.7,Red,Barley,39,24,16,20-20
22.6,47.9,37.9,Laterite,Pulses,24,10,28,20-20
30.4,63.8,55.5,Clayey,Cotton,35,6,9,Urea
31.5,46.0,60.2,Clayey,Cotton,5,38,0,10-26-26
37.4,70.1,56.1,Red,Rice,38,44,20,20-20
24.3,65.2,46.3,Clayey,Rice,43,11,24,20-20
22.8,59.7,54.6,Sandy,Rice,28,0,11,20-20
25.3,67.5,29.8,Black,Rice,21,25,25,17-17-17
37.2,41.8,28.1,Sandy,Pulses,13,6,32,DAP
31.4,57.5,44.5,Alluvial,Barley,14,35,34,10-26-26
37.7,49.6,48.9,Clayey,Cotton,5,45,29,10-26-26
26.5,58.5,64.5,Alluvial,Wheat,41,2,41,28-28
32.0,62.3,42.2,Black,Barley,11,4,23,20-20
29.8,55.5,50.0,Red,Barley,43,26,33,17-17-17
26.5,70.1,25.7,Alluvial,Cotton,21,6,41,20-20
24.3,70.8,33.6,Clayey,Groundnuts,2,9,22,20-20
37.4,59.4,63.8,Loamy,Sugarcane,1,7,21,20-20
23.5,66.0,53.0,Laterite,Millets,28,32,22,17-17-17
35.6,83.0,38.7,Loamy,Cotton,27,38,0,14-35-14
22.0,83.8,39.0,Loamy,Maize,22,0,18,20-20
27.3,76.5,31.2,Loamy,Rice,27,40,36,17-17-17
31.1,78.5,35.1,Black,Pulses,41,6,33,28-28
34.2,74.8,30.8,Black,Cotton,7,29,25,20-20
30.7,42.3,49.3,Laterite,Pulses,14,23,33,20-20
26.4,74.4,63.2,Alluvial,Rice,4,20,34,20-20
21.3,82.1,59.7,Alluvial,Cotton,34,32,5,14-35-14
24.3,65.8,45.0,Loamy,Sugarcane,5,23,1,20-20
18.3,77.1,60.2,Alluvial,Barley,47,0,7,Urea
36.8,69.9,59.9,Red,Tobacco,6,46,11,10-26-26
18.1,51.7,46.5,Alluvial,Barley,16,0,34,20-20
38.0,43.2,26.7,Black,Maize,4,42,18,10-26-26
20.5,65.4,35.8,Sandy,Millets,11,48,17,10-26-26
35.1,72.2,52.6,Red,Wheat,28,4,44,28-28
23.3,65.7,42.7,Sandy,Pulses,32,10,22,20-20
19.0,79.9,47.5,Loamy,Barley,46,47,35,17-17-17
24.1,51.9,30.2,Black,Barley,3,12,22,20-20
20.4,40.3,45.3,Loamy,Rice,11,49,36,10-26-26
33.8,61.1,47.7,Black,Cotton,49,19,31,20-20
19.7,72.8,59.8,Clayey,Cotton,28,26,46,17-17-17
37.8,75.0,36.8,Red,Sugarcane,5,0,25,20-20
29.0,67.2,53.2,Loamy,Wheat,28,17,30,20-20
28.9,58.0,42.2,Red,Pulses,7,14,14,20-20
35.1,49.9,27.6,Loamy,Maize,15,29,2,20-20
19.3,50.2,56.7,Black,Millets,19,33,33,10-26-26
36.3,53.5,50.1,Loamy,Groundnuts,13,43,46,10-26-26
21.7,69.5,40.0,Laterite,Millets,29,42,46,17-17-17
19.6,58.1,40.0,Sandy,Groundnuts,36,10,38,28-28
19.4,79.3,50.3,Sandy,Millets,32,13,46,28-28
26.1,40.7,48.7,Red,Wheat,30,20,29,20-20
21.8,69.4,27.1,Alluvial,Millets,15,12,29,20-20
21.9,64.2,59.0,Sandy,Cotton,19,44,19,10-26-26
26.5,82.6,33.7,Red,Millets,29,36,25,17-17-17
27.4,40.9,54.3,Alluvial,Sugarcane,8,19,20,20-20
30.7,66.2,56.4,Clayey,Tobacco,26,18,29,20-20
23.0,70.5,61.1,Clayey,Maize,27,29,13,14-35-14
19.2,66.2,30.2,Clayey,Tobacco,48,7,7,Urea
21.2,56.6,28.9,Loamy,Wheat,18,36,25,10-26-26
33.1,77.0,33.7,Loamy,Pulses,31,7,4,Urea
37.0,72.3,60.3,Red,Barley,41,25,30,17-17-17
27.9,52.4,43.9,Black,Maize,15,2,32,20-20
25.8,76.9,43.0,Laterite,Groundnuts,16,32,16,10-26-26
33.5,46.8,32.0,Clayey,Cotton,29,21,7,14-35-14
36.2,69.2,28.3,Laterite,Pulses,20,23,38,20-20
32.7,78.7,62.6,Laterite,Pulses,34,41,35,17-17-17
18.8,61.6,49.0,Clayey,Cotton,36,18,37,20-20
18.6,42.9,46.5,Black,Barley,43,29,36,17-17-17
34.9,52.8,53.6,Loamy,Tobacco,8,41,41,10-26-26
33.3,84.6,38.8,Laterite,Maize,20,49,23,20-20
31.9,81.3,40.8,Sandy,Maize,32,17,30,20-20
32.7,40.4,46.6,Laterite,Wheat,33,45,2,14-35-14
31.1,60.1,38.9,Sandy,Millets,42,28,48,17-17-17
22.4,67.1,47.3,Alluvial,Tobacco,36,1,3,Urea
21.0,79.7,31.7,Clayey,Wheat,45,47,34,17-17-17
22.2,63.5,61.9,Loamy,Millets,31,26,21,17-17-17
32.7,63.2,57.6,Clayey,Wheat,33,8,35,28-28
23.7,73.0,29.3,Black,Cotton,41,32,7,14-35-14
20.8,79.5,32.2,Clayey,Tobacco,39,27,26,17-17-17
21.4,69.8,47.0,Loamy,Groundnuts,41,28,16,20-20
32.2,42.6,47.4,Laterite,Rice,40,3,4,Urea
28.1,73.0,29.8,Alluvial,Pulses,16,1,9,20-20
25.8,65.2,52.4,Red,Barley,40,1,18,20-20
32.7,82.8,28.3,Black,Wheat,26,6,23,20-20
27.8,48.4,60.8,Clayey,Groundnuts,41,7,29,28-28
24.4,40.9,29.4,Clayey,Barley,24,32,46,17-17-17
19.1,69.5,58.5,Red,Cotton,13,7,28,20-20
21.0,67.9,41.8,Alluvial,Maize,31,18,23,20-20
24.2,47.3,57.9,Alluvial,Cotton,16,28,2,20-20
24.9,48.7,32.9,Clayey,Groundnuts,41,29,4,14-35-14
27.6,70.6,60.9,Loamy,Millets,19,3,22,20-20
25.8,71.1,52.8,Sandy,Sugarcane,18,33,49,10-26-26
21.5,75.6,63.2,Sandy,Groundnuts,32,0,12,Urea
26.7,65.1,27.3,Laterite,Millets,44,36,13,14-35-14
34.5,50.7,37.9,Clayey,Tobacco,26,39,37,17-17-17
24.0,42.5,25.1,Loamy,Maize,35,45,4,14-35-14
22.0,58.6,49.6,Alluvial,Cotton,47,45,16,20-20
36.7,48.8,55.6,Laterite,Cotton,49,3,5,Urea
36.9,43.5,50.0,Loamy,Tobacco,43,27,2,14-35-14
26.0,48.7,35.8,Clayey,Wheat,9,14,48,DAP
37.4,75.4,46.7,Alluvial,Wheat,0,30,6,20-20
28.3,50.1,41.4,Laterite,Maize,27,2,48,28-28
29.3,53.1,29.7,Loamy,Groundnuts,16,21,17,20-20
28.4,58.0,45.9,Sandy,Barley,7,28,20,20-20
34.6,59.1,27.5,Red,Sugarcane,32,25,32,17-17-17
36.1,68.1,37.1,Alluvial,Sugarcane,15,7,3,20-20
29.1,62.0,29.6,Clayey,Maize,9,30,8,20-20
33.7,69.7,45.7,Clayey,Maize,27,47,37,17-17-17
27.9,79.3,60.5,Laterite,Maize,9,36,20,10-26-26
18.8,78.2,59.6,Clayey,Millets,4,41,24,10-26-26
33.7,80.1,47.1,Black,Pulses,11,9,8,20-20
35.0,62.5,40.5,Alluvial,Tobacco,18,37,42,10-26-26
31.6,69.1,53.5,Loamy,Groundnuts,1,43,22,10-26-26
26.8,63.4,50.3,Clayey,Cotton,23,24,16,20-20
29.1,43.3,36.4,Loamy,Millets,4,41,43,10-26-26
36.0,71.7,56.9,Sandy,Barley,24,43,37,17-17-17
28.6,49.7,60.4,Red,Pulses,12,5,35,DAP
24.2,60.0,29.8,Sandy,Groundnuts,14,41,48,10-26-26
28.7,60.4,64.1,Laterite,Millets,15,36,31,10-26-26
19.2,50.7,42.0,Laterite,Maize,2,38,45,10-26-26
20.3,79.1,30.2,Alluvial,Rice,20,31,44,20-20
19.2,41.6,31.7,Clayey,Groundnuts,29,33,30,17-17-17
19.3,60.0,59.0,Laterite,Wheat,14,22,37,20-20
18.1,60.9,26.0,Black,Cotton,9,26,13,20-20
20.2,81.4,62.4,Clayey,Groundnuts,18,41,23,10-26-26
25.3,41.9,64.0,Laterite,Cotton,49,19,2,20-20
22.7,79.5,57.8,Black,Tobacco,24,47,41,17-17-17
29.3,68.7,54.6,Alluvial,Barley,12,20,43,20-20
33.3,83.2,36.0,Alluvial,Pulses,19,30,36,20-20
37.1,70.4,47.0,Black,Tobacco,21,17,43,20-20
20.3,70.6,35.4,Black,Tobacco,37,48,38,17-17-17
23.2,73.9,39.6,Loamy,Pulses,17,3,32,20-20
30.8,82.9,58.6,Red,Millets,4,0,11,20-20
21.0,69.6,31.0,Black,Pulses,39,21,2,14-35-14
29.7,52.4,26.3,Red,Tobacco,35,40,20,20-20
23.8,48.7,64.0,Black,Groundnuts,25,17,20,20-20
25.6,62.8,35.7,Red,Groundnuts,48,49,23,17-17-17
30.5,76.8,51.1,Sandy,Cotton,29,6,7,20-20
35.1,79.7,36.9,Red,Tobacco,13,49,2,10-26-26
26.0,48.7,39.2,Clayey,Groundnuts,12,34,26,10-26-26
21.3,42.5,38.2,Black,Barley,2,3,44,DAP
34.5,74.5,40.0,Black,Maize,41,37,0,14-35-14
37.4,47.8,33.9,Red,Wheat,28,45,2,14-35-14
29.6,63.5,38.2,Alluvial,Barley,35,39,9,14-35-14
36.6,46.6,52.7,Red,Millets,14,46,8,10-26-26
18.4,47.7,47.6,Clayey,Rice,22,22,11,14-35-14
25.5,65.8,26.1,Clayey,Sugarcane,4,32,30,10-26-26
36.8,40.2,60.4,Laterite,Groundnuts,44,38,7,14-35-14
25.6,44.1,29.5,Clayey,Rice,33,47,22,17-17-17
34.3,53.5,42.4,Loamy,Rice,37,49,9,14-35-14
20.5,81.2,30.6,Clayey,Tobacco,47,6,39,28-28
28.9,76.2,46.5,Black,Wheat,30,27,1,14-35-14
29.2,69.7,58.3,Sandy,Tobacco,23,4,28,20-20
29.1,83.2,32.5,Red,Wheat,21,48,8,14-35-14
36.6,55.1,27.7,Black,Barley,48,27,2,14-35-14
37.2,77.7,39.6,Clayey,Groundnuts,46,5,43,28-28
24.3,83.5,31.1,Alluvial,Rice,2,16,36,20-20
28.2,65.0,58.0,Sandy,Millets,25,38,46,17-17-17
22.4,69.3,61.2,Laterite,Wheat,19,26,25,20-20
21.8,81.7,26.3,Alluvial,Pulses,33,18,40,20-20
33.2,71.3,34.6,Black,Groundnuts,9,49,9,10-26-26
26.8,50.5,41.5,Alluvial,Tobacco,2,11,41,DAP
35.0,67.1,30.8,Loamy,Maize,29,26,8,14-35-14
36.6,50.7,52.7,Black,Tobacco,49,30,11,14-35-14
28.6,40.4,38.5,Alluvial,Rice,1,4,39,DAP
30.7,45.5,35.9,Clayey,Millets,6,7,7,20-20
23.9,49.5,35.6,Red,Millets,27,49,37,17-17-17
21.7,73.6,38.0,Loamy,Barley,7,3,33,DAP
31.7,48.4,46.7,Red,Groundnuts,45,29,29,17-17-17
20.8,58.8,59.0,Alluvial,Maize,10,49,9,10-26-26
26.4,78.4,55.9,Laterite,Cotton,12,19,25,20-20
29.2,83.1,60.2,Laterite,Sugarcane,23,0,14,20-20
28.7,45.1,47.0,Black,Groundnuts,25,40,13,14-35-14
25.6,77.7,37.5,Alluvial,Barley,9,37,24,10-26-26
34.7,67.7,50.4,Alluvial,Groundnuts,3,1,29,20-20
24.1,60.7,32.5,Sandy,Cotton,3,25,0,20-20
22.0,61.6,60.5,Red,Barley,47,41,47,17-17-17
29.4,60.1,51.4,Red,Pulses,34,2,37,28-28
24.5,83.2,32.3,Red,Pulses,6,39,18,10-26-26
21.7,80.2,62.6,Alluvial,Tobacco,47,40,28,17-17-17
25.1,77.5,26.8,Clayey,Tobacco,40,7,8,Urea
29.1,53.3,32.9,Red,Tobacco,35,13,17,20-20
36.7,78.4,29.1,Sandy,Maize,14,4,19,20-20
35.5,53.4,35.3,Black,Millets,36,27,44,17-17-17
18.6,80.3,51.1,Black,Maize,47,39,37,17-17-17
28.7,75.4,47.2,Sandy,Millets,48,14,7,Urea
21.6,76.6,62.6,Alluvial,Pulses,48,17,33,20-20
26.6,60.1,37.3,Black,Tobacco,47,26,41,17-17-17
19.3,54.9,34.2,Black,Sugarcane,32,44,11,14-35-14
29.0,61.6,26.8,Alluvial,Wheat,9,14,11,20-20
27.4,52.0,38.8,Laterite,Cotton,46,38,16,20-20
25.1,82.8,50.5,Laterite,Groundnuts,35,32,4,14-35-14
36.3,60.7,28.1,Sandy,Rice,4,40,25,10-26-26
36.7,49.9,58.5,Sandy,Wheat,3,49,26,10-26-26
24.9,74.8,35.5,Black,Sugarcane,9,39,21,10-26-26
23.8,63.4,40.7,Loamy,Pulses,32,26,44,17-17-17
23.9,74.6,40.8,Black,Barley,17,4,41,20-20
